y,z
1.015213,1.278161
1.550088,-0.9465606
1.45185,2.766271
2.368778,-0.9378745
2.880843,2.610404
4.451205,1.696659
3.15052,2.170238
2.595666,1.883274
1.592261,1.179104
-0.4990469,-1.060029
-1.203053,0.6993461
0.5011106,0.2086234
3.084817,2.613612
1.499746,2.415058
2.079668,0.8071325
3.352798,-0.5391412
3.228585,5.407997
3.076922,0.9801842
2.65343,2.193447
2.429447,0.2806128
0.8750004,1.05733
0.4865217,0.8206714
1.486191,2.262497
2.765122,0.9911328
4.308184,2.21311
5.322986,3.740182
5.990788,3.641451
5.884202,4.77373
6.825341,2.717757
5.533797,4.639021
5.222758,2.471668
5.143369,3.694428
4.404618,4.043468
5.353098,3.108006
4.582508,3.278011
3.9829,4.513916
3.888492,1.392738
2.42884,2.908472
1.471083,0.0499447
1.53293,1.826397
1.981534,0.8048232
4.146873,2.154554
2.484832,3.470988
1.656733,2.144228
2.055231,0.5197984
4.084343,3.272951
4.441892,2.797622
3.573327,-0.041949
0.2258158,-0.0383192
0.8766464,0.5763744
1.311564,-0.5969526
2.320598,1.581225
2.106501,2.933242
2.344919,1.468334
2.959102,1.493163
2.801624,1.353497
2.146912,3.311759
3.899398,3.074951
4.877289,1.431307
2.713495,2.984103
2.887422,0.2270078
1.45575,4.301714
2.711702,-0.4270307
2.678817,2.201845
2.831809,0.8903194
2.140249,3.187212
3.214251,0.8245572
2.042974,2.487251
2.069928,2.571912
1.271771,-0.1953332
1.415226,1.318261
1.264328,1.321632
1.043024,-0.1707314
0.2201852,0.6967838
-1.125307,1.288322
-2.576562,-1.312421
-2.522986,-2.482401
-0.566617,-0.8262519
-0.8507951,-0.6556683
-1.938295,0.7230222
0.5305904,-2.480171
-1.747018,0.1971479
-1.435704,-1.154544
-0.0076318,-0.225576
1.227914,0.3528012
0.5475187,1.610916
0.9624256,-0.0302309
0.5518584,0.7862343
0.9197046,1.844363
2.297586,1.442254
1.945853,1.491216
2.856486,2.677351
2.445042,1.542257
3.199872,0.7171211
1.229561,1.456117
1.950327,0.8396171
1.365314,3.023434
-0.6198012,-2.186255
-0.8147754,1.318685
-0.8238869,-0.1935362
-0.6073931,-0.9208291
0.1494642,0.7163053
-0.177972,-1.848364
-0.2107184,1.43582
-0.4014959,0.3704391
-0.0315898,0.8196456
0.4177864,0.5634169
-1.319971,-1.717792
-1.026793,-0.7090837
-1.247789,-0.9946928
-0.6299819,-1.015226
0.1141542,-1.248423
1.250091,1.628003
1.916371,-0.4479545
2.261386,3.368405
2.073409,1.557326
1.602196,0.7594542
2.054792,1.339299
1.440226,1.018883
1.085521,1.38118
1.12584,-1.929206
0.8260663,2.507731
2.892479,1.908676
5.235111,2.73946
3.626944,2.281748
1.422954,-1.23616
0.9479132,2.4865
0.3500166,-2.21186
0.528056,2.848915
1.756226,-0.1839233
3.582105,2.664405
3.270872,3.740891
4.742764,3.743905
4.352293,1.838245
1.449812,1.631464
0.3862742,-1.020925
0.3818271,1.69279
0.4707445,1.168921
2.567668,-1.123066
0.3487531,3.448803
1.29497,-1.734303
2.006373,3.193906
3.016481,1.295178
3.805918,2.335766
3.176517,2.505954
2.01496,2.348806
1.914824,-0.0285364
0.1972869,0.8515312
-0.5198202,-1.004931
0.5038181,-0.4493506
0.151319,0.1762705
-0.3655322,-0.8147429
0.3697574,-0.1906708
2.485855,1.789965
1.642188,3.380663
3.52645,2.993198
1.592456,1.428414
1.740234,-0.8374648
0.1161001,2.789414
1.265451,1.338712
1.516877,0.5909927
4.039698,1.672482
4.395823,2.81815
3.307595,0.6517797
4.4066,2.512203
4.230854,1.709833
4.239367,2.992926
5.949306,2.884982
6.568898,4.026987
5.418437,4.474123
4.810034,4.074146
4.572292,1.367344
4.465962,2.58793
4.609927,3.202186
4.834098,3.062077
2.076157,2.847716
4.033388,0.3237645
3.762501,3.860123
3.483698,1.34936
1.855814,1.934272
2.042007,0.1613721
1.462822,1.558997
1.896581,0.8066248
3.138753,1.985881
3.055366,2.58781
4.701702,4.847917
4.925122,1.646679
2.233096,2.384707
2.712098,0.5457738
1.993557,1.44875
2.920581,2.886919
1.697984,1.846129
2.506001,0.5603477
4.402613,1.847305
2.224901,4.042994
3.160054,-0.4353278
1.985756,2.057599
4.114943,2.969167
4.761985,3.769351
4.34527,2.899593
4.922622,3.351354
3.125664,2.848336
2.383173,1.738354
3.248673,3.136721
2.572383,0.0452154
1.57708,1.188737
1.665604,1.333522
-0.2074218,0.2499267
0.6040798,0.1622489
0.7413722,1.061602
3.13571,1.657286
3.409943,2.557424
4.379151,3.259904
4.235461,2.431123
4.522215,0.7478428
3.803591,2.743221
1.524535,3.732544
3.075146,-0.0523738
2.121756,1.198252
0.5080525,2.969175
2.354329,0.3576637
3.493309,1.930252
3.71478,1.417101
1.408409,3.118414
2.012545,1.588004
2.733509,0.4842261
3.062892,1.828888
1.310429,4.140145
2.311458,-1.479238
2.331574,2.993688
1.931257,0.837558
4.085322,3.369816
4.995989,2.695356
4.548473,3.122422
4.150807,3.547441
3.786031,2.246052
3.248246,2.868147
3.361545,1.315456
2.840674,3.670069
2.493244,0.062704
2.74025,3.362445
2.56565,1.426486
1.301767,1.170739
-0.6941218,-0.6431754
-0.6680823,1.135921
0.8570004,1.081784
2.366552,1.366267
1.426017,1.39054
2.550957,3.150813
5.184815,2.392503
5.457651,4.275918
6.532036,3.595028
4.539763,2.875854
2.234807,2.0999
1.638273,2.524086
2.51895,1.767232
5.256026,1.687323
2.501832,3.461554
2.322681,0.6693487
4.09566,4.494607
3.147764,2.889654
4.334538,1.924647
2.046247,3.937322
2.707581,1.244972
4.39615,3.53581
4.500992,3.04021
3.893617,1.104095
3.103737,3.321351
3.175346,0.9051424
2.227732,1.528952
2.31268,1.922206
2.888269,1.390717
3.619202,3.04606
4.974246,2.779204
4.705112,3.131397
2.968263,1.540284
2.743105,3.647271
3.254229,0.4644008
3.759633,3.745366
5.148313,1.376287
4.102206,3.912202
1.185997,0.8792909
1.112034,1.339138
1.532277,0.3977836
1.895279,1.525648
1.512648,1.56069
0.9698533,2.067137
4.692564,0.394124
2.603294,3.631561
2.292008,3.362823
3.290904,2.55596
5.556846,3.483142
4.927609,5.110408
5.564384,2.949275
4.563796,3.50639
4.572002,2.086151
4.852178,5.179163
4.19308,2.65247
3.170519,2.501802
1.317754,1.185343
2.121726,2.166995
1.765154,-0.0571769
1.531241,1.930057
1.570958,0.0684084
0.7121176,0.5582114
0.2866696,-0.0303003
1.207875,0.9265239
2.050767,1.130961
0.9265919,1.419632
4.672008,1.86476
5.815948,2.23808
5.102983,4.64419
5.76557,3.759896
5.164954,3.377826
6.502416,5.338268
6.859093,2.788053
5.639615,2.852107
5.523382,3.014489
4.194778,3.075567
4.625421,2.82009
4.86999,3.140651
5.900142,3.741344
5.384595,3.820496
5.226954,3.154929
5.0464,2.166183
2.778881,4.081829
5.368481,2.641861
4.709937,2.796381
4.103369,1.510192
3.06318,3.31585
1.452675,0.117068
0.8289112,0.86336
-0.0865782,0.7124475
-1.286721,0.3713313
1.765398,-1.254285
0.9338329,1.832114
2.021818,1.627908
4.306477,2.045763
4.29055,2.206981
4.18484,2.279727
3.307343,2.200919
3.283706,1.227295
1.563177,2.070977
2.926016,0.6541376
1.948671,2.073788
2.269705,1.590503
2.637343,1.597383
2.908734,1.962756
4.603837,2.895515
5.290647,4.05077
4.612551,4.358913
4.679962,2.701943
5.628925,3.569912
3.593512,5.246159
0.6654598,-0.5368311
0.8439538,0.8556229
0.6863672,-0.0129291
1.446342,1.070369
0.8441719,2.667178
1.494517,1.12208
1.641994,0.1582276
1.54435,1.642887
2.338717,1.904533
2.214163,2.780488
0.4638532,-0.1337378
0.4960183,0.4565496
-0.9192746,-0.3908309
-2.112166,-1.294717
-0.9527956,0.2559228
0.0827032,-1.359829
2.785525,2.644941
3.652714,0.8836205
5.266819,5.669559
5.410378,1.893364
3.486759,4.966121
2.952854,1.844922
2.813064,0.5826522
2.669552,2.75052
2.515983,1.327029
4.017797,2.82596
4.05724,2.698436
4.186214,4.129023
4.458989,1.91589
4.425804,4.97843
6.692208,3.879533
6.834862,5.139559
5.60483,3.272404
4.883761,2.890134
3.399008,3.62729
4.282564,2.049117
3.161247,2.058078
3.412295,1.816378
3.456921,2.133378
2.375749,0.7492088
3.005546,1.426725
2.342929,2.259185
1.82785,1.464699
1.765521,1.018984
2.212949,2.082384
4.148299,1.951332
3.658864,0.6610662
4.178885,2.979918
4.19079,2.176434
4.833114,3.23978
1.820731,2.109747
2.178519,3.013308
3.589964,1.785601
3.686424,2.191542
2.829709,2.869628
1.982463,2.08288
2.085663,2.310679
0.9210731,0.1889393
-2.296854,-0.2913296
-2.11549,-2.351673
-0.9451551,-0.0074638
-1.950186,-0.0239538
-0.4807437,-2.314202
-0.4972467,-0.0548962
-0.5200235,-1.274957
0.9228542,0.6074519
0.5294443,0.844759
1.552781,1.10132
2.494349,-0.1435618
2.265448,1.922709
1.975634,-0.2622411
0.337664,0.5552979
0.8442004,0.1970063
2.520648,2.678399
2.773553,1.41261
3.830043,2.861829
2.974527,3.012707
3.60031,1.562323
0.4212734,1.480343
0.4262991,-0.2860969
1.469976,1.527818
0.5915499,0.3475187
1.424033,0.9592056
2.246705,1.414275
1.543488,1.310306
2.9747,2.100648
3.762845,1.07821
1.882723,2.230394
1.996883,-0.7383438
1.383565,1.507987
0.886978,-0.6560978
-1.064474,0.2492118
-0.8461949,-1.80961
-1.259798,1.12115
-1.033419,0.6945423
1.42779,-1.289601
1.743022,3.064531
1.434132,1.834827
1.838065,0.4986334
2.930292,0.9618218
1.078523,1.20615
0.9763507,0.8733609
0.9333075,2.533111
4.01954,2.48164
3.527747,2.223373
1.816583,2.70084
1.07097,0.3324188
-0.1500864,2.517041
0.8667781,-2.457618
0.0084913,1.294303
-0.6612142,-1.810203
-0.6601836,0.5046666
0.9204086,0.3380158
0.5897232,0.3832709
-0.4314464,1.958663
0.9336751,1.193098
2.901764,1.28151
4.21061,1.80001
2.141613,2.660657
2.794093,1.829635
3.042728,0.9265535
3.604352,3.063746
5.033666,2.379493
5.963506,3.338767
5.243602,3.497481
5.24759,4.797915
4.236428,1.706645
3.6933,4.043306
6.391434,5.022905
5.010648,1.956924
2.987359,2.588132
2.084939,2.120409
0.6978988,0.3543485
-0.9614384,-0.190086
-1.78011,-1.536694
-0.4587535,-1.001866
-1.882876,0.7143744
0.0722537,-1.077565
0.5241358,0.6590456
2.055245,1.506316
1.558951,-0.4595173
0.3327479,0.7817291
-0.8348033,1.076804
1.057834,0.1928547
0.64397,0.213538
0.3135648,0.5677589
1.048658,0.4059122
0.0947851,-1.105414
-2.42816,0.2745128
-3.443367,-3.175481
-1.291657,-0.4002697
-0.9724893,-0.0256095
-0.0795847,-1.11217
1.160871,1.245759
0.7068946,-0.7096658
-0.1672299,0.4305898
0.1690327,1.705983
0.0860797,0.2562518
1.858069,0.785364
1.595859,0.6216006
1.611235,1.722876
1.501153,1.803622
1.594703,1.046992
2.092495,0.962822
2.560395,2.176136
3.312574,2.581139
1.937979,0.1055316
0.4804613,1.514032
-0.2797844,0.0115265
0.7595058,0.136257
1.012905,-0.0758462
2.655674,4.062088
3.836488,2.301978
2.754369,1.986227
1.469386,1.253037
3.62669,2.423167
2.833363,3.335823
4.294405,1.346784
3.879467,3.936024
4.620367,2.458319
4.255035,4.067126
4.657499,2.188054
3.729178,3.540976
2.665286,1.215369
1.838326,0.8116564
1.672025,3.458475
2.333634,1.069511
3.02922,2.358822
1.013972,2.157112
1.736154,-0.125056
1.742009,2.103144
1.296893,-0.1974296
2.409119,1.539345
0.6953232,1.178011
1.74235,1.184693
2.062714,1.823897
1.938962,2.246384
3.095805,2.024779
3.860585,1.260566
3.422402,1.753994
2.729063,3.034043
2.468476,0.5306329
2.920107,1.762125
3.580716,3.021179
1.67244,1.512055
2.952388,1.735677
2.338667,-0.3915446
2.332472,1.422296
2.030472,0.3564257
0.9395485,1.296325
1.625637,1.142622
0.0497975,-0.5019983
0.7263307,1.76506
-0.0132675,1.180175
1.396458,-0.4018367
2.078318,3.772386
1.855328,2.058769
1.675986,0.8896086
1.936961,1.565403
2.571611,0.2164683
3.494473,2.923733
4.104696,2.248143
3.139684,1.568158
2.801209,1.349737
3.131762,3.326627
3.447875,0.4632065
2.656529,1.541932
0.9299594,1.411718
1.968807,-1.335734
2.055422,3.302349
3.309449,-0.8745513
2.159747,2.672218
1.869579,0.6888345
0.8728189,-0.0368624
-0.7142718,1.043106
0.072821,-2.302677
1.174133,0.8988039
0.9169356,0.8082094
2.010524,0.237966
0.802323,0.1600396
-0.3412611,1.538602
3.057593,0.1328626
4.466557,2.302799
4.099704,2.748012
2.393564,0.7013432
0.5393928,0.1655721
0.532448,0.8980675
1.928619,1.514603
1.75376,1.038243
-0.8390777,0.7722644
1.177131,0.7043731
1.534136,0.0691246
2.252426,2.125811
4.374634,4.787813
6.145069,3.925545
6.551111,4.128436
5.360208,5.128597
5.04448,4.35972
3.549862,1.060552
1.793921,3.018833
1.082628,0.6076322
1.319155,1.100131
-0.4648573,0.3794654
-0.1428108,-0.1636023
-0.1855371,-0.8284692
0.8157831,0.9002572
-0.4859202,-0.46467
0.3655592,1.623272
2.177466,0.3312946
3.310005,2.892419
3.585411,3.563596
3.105387,2.53268
2.1324,0.5195183
0.8297416,3.320676
0.528658,-0.6861339
1.993423,2.261051
3.238402,1.954099
3.057967,0.2176743
1.519987,1.466327
-0.4781832,-0.7577641
1.052476,3.146986
3.489173,0.6343287
2.30868,2.897202
3.758524,1.226224
2.983287,2.570638
2.934922,2.406338
3.399345,0.7804806
2.962422,2.559979
3.898411,0.9297289
3.501239,2.829167
4.284338,2.432798
1.500992,1.743404
2.106862,1.701698
2.396593,0.8777781
0.5203018,1.176621
-0.1217434,1.421999
1.523023,-1.24268
1.584663,2.813709
2.467667,1.870943
3.32808,0.4743114
2.448009,0.6080527
1.937625,2.730348
1.435573,0.265282
2.377204,2.216757
2.909484,1.687389
4.306612,2.93366
4.311353,2.437092
2.413053,2.47918
2.342586,2.917567
2.456821,-0.0999956
1.752001,1.852522
2.595039,1.749724
2.57477,2.694629
3.003928,1.115855
0.1181149,2.050654
0.973929,-0.9247886
1.374686,1.81436
0.9402499,-0.2322468
1.1229,1.240093
3.447499,2.256596
2.538693,0.4720837
2.35683,2.596502
2.582943,3.963713
3.077917,0.276704
2.322529,2.212398
2.324002,1.560349
2.366184,2.757196
2.35732,0.8173079
0.0280886,0.3206095
1.272286,-0.181894
1.319913,1.554421
1.315263,1.656516
2.290563,-0.3043782
1.37616,3.646333
2.563062,-0.1010611
2.107077,1.613482
2.118703,1.195711
-0.0002578,-0.4534016
-2.870395,-0.0218734
-1.272422,-1.920437
0.1176329,1.095536
1.912373,0.5589654
0.5386411,0.3808958
-0.0371817,0.126644
-0.2789595,-0.6744237
0.0550706,2.073428
1.364049,-1.472421
-0.9760857,0.8904054
0.2430067,-0.5070766
2.423114,0.680491
3.273191,2.348349
3.156302,2.148854
1.076654,1.164676
1.867829,0.806753
1.283948,1.194934
-0.4898622,-0.1062921
-1.684727,-0.6376936
-1.176758,0.2177012
-1.061587,-0.5128052
1.578496,0.0451848
2.023421,0.9165528
4.072211,0.4631146
5.012493,3.834671
6.217677,4.324505
6.965804,3.166545
6.130342,2.772265
3.874053,2.342494
3.063106,2.657666
3.903954,2.127059
5.224017,2.890077
5.306948,2.338625
3.604858,2.160187
2.936819,3.37472
3.675231,2.820492
2.694455,0.7384694
1.623709,1.820675
2.901865,1.20105
3.178888,2.014543
2.089876,3.637133
1.551115,-0.1739734
1.868606,1.642578
2.819563,1.738185
3.918624,2.681388
4.633678,0.8438396
3.148379,2.359936
3.51498,1.858812
4.931932,2.532568
4.264618,4.409924
3.761954,3.043365
4.316682,2.309386
3.248493,2.002881
2.760567,2.838233
2.713173,1.474382
3.12009,0.599768
0.3974401,1.452421
-0.3785346,-0.627279
0.7785044,0.8556028
0.804715,0.0544766
1.569224,1.58733
1.462029,-0.0435332
2.014324,2.215483
3.366468,2.146918
3.876248,1.700536
2.877701,3.260293
2.045841,0.6814433
1.7196,1.385357
1.202585,-1.000176
1.347455,2.457504
-0.7966511,0.4582316
-1.261418,-1.301194
-0.9530579,1.778133
2.148203,-0.2399243
4.217813,1.559989
2.280009,2.507436
3.427519,1.139497
2.937747,0.7684606
3.745134,1.048051
3.769438,2.961896
3.019071,1.687576
2.18394,2.433165
4.192183,1.493526
2.273948,2.104219
4.04032,2.096628
5.905654,3.504554
4.563347,1.307832
1.834365,2.218718
1.645326,1.273069
1.191697,-0.6522269
0.7626568,1.131738
1.914018,3.130939
1.359341,0.1920439
1.3501,1.873467
2.459232,2.134587
2.045616,1.956517
2.100295,-0.3833146
1.675733,2.511245
0.5144473,-0.5454919
1.442114,3.003343
1.415465,0.0985068
2.703178,3.830743
2.464839,-0.0473939
2.163923,2.04782
1.51027,0.0096457
0.1381375,1.830956
0.1861228,0.2467414
-1.136362,-0.6331502
-2.076032,-0.8520423
-1.13922,-1.434168
-0.0230468,1.483707
0.1938498,-0.2810945
1.30283,2.486274
3.111446,0.4323775
2.384505,2.882835
1.243263,1.147075
-0.6046863,-1.790087
0.9033759,1.169988
1.449956,-0.7337937
2.736609,1.56892
4.761835,2.09472
3.001581,3.192727
1.275344,-0.1718569
1.371468,1.701818
1.299342,1.354062
0.2720948,1.529071
1.144462,-0.2337167
1.741216,0.9778312
1.316434,0.9775867
1.059788,1.376124
1.066309,0.9833254
3.676575,2.25833
3.443322,2.052525
4.104615,0.6662374
4.260096,3.115708
3.080195,3.158333
3.74732,2.900105
2.283532,0.85401
0.8337554,1.595847
1.327427,0.8048259
1.42693,1.220828
0.6449518,0.8286586
1.976068,1.215672
2.670684,1.154266
4.605143,1.371176
0.3593659,1.786816
1.191846,0.6053394
0.6299565,1.155336
2.668091,0.6133698
0.6713634,1.892967
-0.8739386,0.0362516
-1.241165,-1.17347
-0.4445833,-0.1898006
0.4512335,0.8348469
0.7126294,0.0589281
1.69634,0.8502094
1.984654,2.263317
0.1590115,0.1454177
0.772991,1.513176
1.758384,0.3320042
1.29614,1.645382
0.733501,-0.9177819
-0.0311459,1.031959
1.733415,0.0695604
-0.1973034,2.321438
-0.1328951,-0.9053001
0.1222164,0.3623376
0.305697,0.2672453
1.462828,0.8691841
1.340231,1.349289
1.790029,2.832622
3.410098,-0.1214958
4.685202,5.123988
4.747161,2.336326
3.378138,3.083073
4.197867,1.623413
2.345952,2.879381
1.28201,0.0691523
1.25589,1.496531
1.55032,-0.4525195
0.3078369,2.603763
1.225434,0.0661778
2.451701,1.526806
2.550712,0.3711706
2.185347,0.3045799
0.3366768,3.282123
0.7326399,-0.4574654
0.0265182,0.769029
-1.150675,-1.143965
-1.280298,-1.751262
-1.583185,-0.1199561
0.8758555,-0.1902661
1.312408,0.9153952
1.624736,1.297925
1.956549,1.231818
2.147245,1.705567
1.781993,2.230073
3.232068,0.8627418
3.794039,2.987953
2.570941,1.019052
2.313844,3.790697
2.479576,0.7873883
2.698252,0.9488109
1.994992,1.666562
2.987151,3.936956
4.091516,2.319659
4.887387,3.339622
2.768828,2.940505
2.619302,0.7060025
3.825753,2.858994
4.349517,1.608331
3.083761,2.32825
3.860914,2.32592
4.023686,1.025362
2.130032,1.675714
2.314724,0.9777304
1.466277,2.65636
4.827028,0.0711194
3.42376,3.559994
2.271457,3.024865
2.880611,2.002805
4.342451,4.024815
4.072629,3.022333
4.047917,4.075373
2.68062,3.180046
2.710217,2.603316
3.196268,2.057238
3.082567,-0.0777167
2.244358,1.437251
2.451919,1.467388
3.82984,3.036876
4.796329,2.098241
2.883069,3.954803
3.969033,2.267397
5.284616,2.146305
4.907153,3.940069
5.623562,1.456965
3.07107,0.9847816
0.7491503,2.996425
-0.0220971,-0.6231172
0.3049534,-0.9583057
1.122385,0.363068
3.103249,1.454109
1.999478,2.111382
3.052514,2.205906
3.218285,0.7438035
2.089633,2.900233
0.6295322,-1.587695
0.2942468,0.719411
-0.4655125,0.9535702
0.6498803,-0.6684485
-0.1760941,0.5608721
-0.8864051,-0.5671877
0.8538986,-0.3136739
2.215548,1.009243
0.6607997,-1.090101
1.282933,3.08175
0.7401503,0.5765056
-0.5678183,-1.418406
-0.5534596,0.2198792
0.7537464,1.062159
2.677606,1.875699
1.869716,2.01613
2.688743,2.428613
3.326918,1.652555
3.04756,3.635889
3.632256,2.188088
0.9340997,3.201726
0.8075851,-1.276168
-0.648788,1.218482
-1.278071,-0.5601332
-0.2581755,-0.8969592
1.207163,1.111189
1.26439,0.493581
0.724049,-1.133332
1.770147,4.446029
1.871608,0.474683
2.662533,2.432453
3.158482,0.9289429
4.777668,4.164134
5.202057,5.180137
6.504377,4.529111
5.824937,3.797955
4.921892,2.545141
1.899734,1.186412
2.251787,3.128195
2.223094,0.9346678
2.27978,1.327441
0.0890808,2.245572
1.475091,1.797355
1.306327,0.2186729
-0.3606398,1.287626
0.4633257,0.541685
0.3657521,0.3804004
0.9202566,0.4792096
0.6792272,0.4637409
-1.057208,-0.2621201
-0.2504416,0.1598518
-1.252362,-0.6451302
0.3683399,-1.18295
2.575963,2.722802
3.223896,0.4199458
1.381593,2.103127
2.296832,-1.590571
1.156629,3.245434
2.315826,-0.4916142
2.603562,1.277649
4.122486,2.464952
4.98325,2.540874
4.853455,3.341665
3.105829,3.776416
3.76235,2.457125
4.226397,-0.4528677
4.999542,5.212229
6.341634,3.670508
7.250873,4.728208
5.024856,3.80208
3.147487,1.682427
1.661404,1.704049
2.238418,1.504229
3.52691,4.093003
5.404512,1.54126
4.391108,3.514948
2.133753,2.079399
0.68154,-0.0038641
0.2077979,0.5757742
0.5548559,-0.5176175
0.7704513,0.7242241
-0.0166723,2.175362
0.270409,-2.188062
0.3561966,-0.0403287
0.983193,2.123893
0.4421766,0.6311927
1.074839,-0.0329456
0.814535,0.4156081
0.1867181,0.9988354
0.1015408,-0.3494105
0.4501288,2.11782
1.369512,-0.1248607
1.105381,0.89411
1.650186,0.3849647
1.90245,2.01317
1.775394,2.470672
2.063153,0.0968406
3.646255,3.810673
4.992713,3.163057
2.979054,1.771166
2.313782,2.261866
2.937709,1.08604
0.9619648,1.077115
1.682703,2.090308
0.9133912,0.8632324
2.506298,1.720031
6.237313,2.095305
4.793992,3.632049
4.119609,0.9306977
3.192742,3.621862
3.693388,2.837205
3.025529,1.92996
2.140118,1.182462
2.372037,1.928855
-0.3365999,0.29202
-1.34198,-2.75403
-2.353591,-0.4845936
-1.462306,-0.8751928
-1.867438,-1.548259
-1.76486,-0.765928
-1.488608,-1.990559
-0.3173841,0.2732414
1.181651,0.836979
1.230612,0.5736747
1.440454,1.142362
2.094949,0.5724054
2.098916,1.438424
0.8550122,1.859368
2.666892,-0.2409465
2.717501,1.973411
2.021142,1.006204
0.4582445,1.017021
1.594019,1.163403
0.0054135,0.1664337
-0.7005796,0.4347352
-0.7498842,0.7860387
2.080885,-0.7864205
1.749147,0.584495
0.6275328,-0.3000429
-1.51971,-1.261504
-1.066448,-0.9611164
-1.099026,-0.1661366
0.3975905,-0.57568
1.175061,1.048212
-0.1669032,2.442569
1.728295,-0.258454
1.730541,2.407995
1.555526,0.9369885
2.13133,1.406662
1.953356,0.8194782
-0.1920889,-0.6576325
-1.62091,-0.849136
-0.0218147,-1.462857
0.5891653,1.395084
2.880464,1.407223
2.927316,1.884353
3.471955,2.323786
2.683927,2.632052
3.26028,1.763487
1.596216,2.625077
1.065171,0.4086516
2.699017,2.674986
3.632948,2.768982
3.965404,2.855103
4.209513,2.448374
3.532082,3.101128
4.514695,3.186287
3.138724,1.106028
4.425159,2.371446
6.061247,3.693116
3.876535,2.933336
3.126597,4.600416
2.947801,1.014449
3.145009,2.512985
4.629539,3.293178
2.979313,1.282629
1.380807,1.77678
1.785419,0.8905102
1.269142,0.728902
0.4068967,1.702037
2.907784,0.6232496
3.227375,2.493189
2.5265,0.5401538
3.929067,2.853962
2.951353,1.478188
3.894627,3.050028
5.459754,1.71259
4.580842,4.347111
3.453788,1.146772
4.454451,3.361678
6.120791,4.109372
4.838216,3.339064
4.115714,3.803167
5.4234,3.578762
4.955682,2.331284
3.439214,1.627972
3.558619,2.933349
3.67171,1.222786
2.020831,1.610216
3.654082,0.5486031
2.848132,3.335336
1.435092,2.211113
1.078139,-0.3970659
3.374792,3.505484
4.35753,2.719472
2.487492,1.549858
1.317601,1.647143
2.038769,2.692797
2.216769,0.627901
0.9232182,0.8496512
1.079332,1.380436
2.831848,-0.2111676
1.923597,2.329673
2.181829,1.24905
0.9563541,2.47097
3.032783,0.314915
2.798826,5.237552
2.704331,-0.2596604
0.9027743,2.920293
1.593323,0.9843706
2.084307,1.589615
1.570194,2.660002
3.469804,0.9993573
5.534515,2.702931
3.771742,2.812186
1.977117,2.250494
1.360933,1.650544
1.823481,0.7095994
1.292483,0.684377
1.265361,3.911515
1.693154,-0.8917646
2.96258,1.537748
3.036618,1.710101
2.597893,1.917656
2.336445,0.8686076
1.476978,2.208564
2.103446,0.629856
1.734145,1.6057
0.9106229,1.162701
1.006124,0.8020187
-0.4785948,-0.5595969
0.9925047,1.708872
1.244031,0.3321029
0.5590184,1.156686
0.1736972,-0.9205125
0.2865593,1.226909
-0.634749,1.136965
-0.8509272,-1.327445
1.454908,1.235114
3.863645,1.126643
1.958791,1.393721
0.6378881,1.898474
1.874794,1.563378
3.728294,2.350904
5.125185,3.450047
4.404957,2.688555
3.436949,2.259858
3.749215,2.7624
3.572006,0.7972347
-0.7251406,2.128458
0.0862103,-0.7968205
1.385873,-1.176632
1.445266,1.230785
0.6828032,0.6411549
1.700415,-0.4216478
1.508273,2.342776
0.1632405,0.2859161
-0.694078,0.815493
-0.5131249,1.276736
2.137244,-1.139913
1.066452,2.686614
2.80976,0.2867272
5.793249,5.701311
6.178379,3.196976
6.230171,5.01259
3.798885,2.727739
3.509041,3.475099
4.225265,2.756855
3.852638,3.02231
2.289426,2.940212
-0.1638924,0.194403
1.603312,-1.323488
2.895429,2.641994
1.328422,0.8193576
0.5450351,2.776329
0.5026792,-0.4775743
-0.0234593,1.103403
1.037135,0.0945842
0.5700528,0.0879885
0.4491805,2.740744
2.835922,-1.118511
1.596262,2.075515
1.279474,0.6496438
1.257539,1.896066
2.350103,0.1930434
2.799717,2.786687
3.05267,2.226408
1.08569,2.913686
3.691725,2.625757
4.049855,0.4077466
1.930235,2.627609
1.624819,0.9583909
1.288235,0.8481957
-0.6755098,1.5873
0.5218757,-1.472253
0.4413054,1.643448
0.7106913,-1.032735
0.9012724,0.6870839
2.403554,0.4350361
3.404892,2.465189
4.936767,1.212113
4.74423,4.276744
2.178115,0.7113891
1.593423,1.361209
1.364562,1.948349
1.372973,0.8602405
3.308036,1.956869
3.267949,3.71739
2.712578,1.911188
6.418211,2.667095
5.231103,3.423259
5.792101,4.225735
5.978945,4.634398
4.816877,4.062048
4.894632,3.697941
4.888495,2.384671
3.715374,4.051433
2.633805,0.8808353
1.545016,0.9242007
0.9947875,-0.1849721
2.122778,0.2242004
1.437111,1.147008
2.562148,2.478302
2.364899,3.026721
4.037322,1.03145
4.028721,4.701861
4.008454,1.34679
3.414192,1.186551
4.505104,2.933303
4.719736,3.817184
2.568483,1.332458
1.396793,1.449967
1.504522,2.884052
2.887603,0.7177199
2.686118,1.095539
1.025195,1.340269
0.8802226,-1.510421
-1.510741,0.4654281
-2.253729,-1.384111
-2.186393,-2.106801
0.0681364,-0.9008119
-1.360163,-0.2042637
-1.657173,-0.1941668
-1.687199,-0.8588829
-0.6111816,0.0623663
1.313076,-0.6392002
1.810827,2.679416
1.303825,-0.6164559
1.346465,0.1581853
2.948153,1.893134
1.796764,0.3401881
0.0467909,1.277918
1.429827,0.8014315
