"LOCATION","Country","VAR","Variable","IND","Industry","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1996","1996","GBP","Pound Sterling","6","Millions",,,83957,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1997","1997","GBP","Pound Sterling","6","Millions",,,91075,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1998","1998","GBP","Pound Sterling","6","Millions",,,92470,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1999","1999","GBP","Pound Sterling","6","Millions",,,95369,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2000","2000","GBP","Pound Sterling","6","Millions",,,97613,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2001","2001","GBP","Pound Sterling","6","Millions",,,97842,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2002","2002","GBP","Pound Sterling","6","Millions",,,96127,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2003","2003","GBP","Pound Sterling","6","Millions",,,95897,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2004","2004","GBP","Pound Sterling","6","Millions",,,95115,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2005","2005","GBP","Pound Sterling","6","Millions",,,95609,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2006","2006","GBP","Pound Sterling","6","Millions",,,98076,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2007","2007","GBP","Pound Sterling","6","Millions",,,99795,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2008","2008","GBP","Pound Sterling","6","Millions",,,101093,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2009","2009","GBP","Pound Sterling","6","Millions",,,95898,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2010","2010","GBP","Pound Sterling","6","Millions",,,98476,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2011","2011","GBP","Pound Sterling","6","Millions",,,99482,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2012","2012","GBP","Pound Sterling","6","Millions",,,100861,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2013","2013","GBP","Pound Sterling","6","Millions",,,108252,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2014","2014","GBP","Pound Sterling","6","Millions",,,108620,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2015","2015","GBP","Pound Sterling","6","Millions",,,109056,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2016","2016","GBP","Pound Sterling","6","Millions",,,111941,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2017","2017","GBP","Pound Sterling","6","Millions",,,116028,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2018","2018","GBP","Pound Sterling","6","Millions",,,120617,,
"GBR","United Kingdom","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2019","2019","GBP","Pound Sterling","6","Millions",,,125092,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1990","1990","EUR","Euro","6","Millions",,,41266.2509,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1991","1991","EUR","Euro","6","Millions",,,39473.8662,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1992","1992","EUR","Euro","6","Millions",,,41078.8331,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1993","1993","EUR","Euro","6","Millions",,,41364.2818,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1994","1994","EUR","Euro","6","Millions",,,48474.8409,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1995","1995","EUR","Euro","6","Millions",,,58526.7,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1996","1996","EUR","Euro","6","Millions",,,59393.6,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1997","1997","EUR","Euro","6","Millions",,,59493.3,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1998","1998","EUR","Euro","6","Millions",,,57625.8,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","1999","1999","EUR","Euro","6","Millions",,,56348.6,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2000","2000","EUR","Euro","6","Millions",,,60743.8,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2001","2001","EUR","Euro","6","Millions",,,60097.9,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2002","2002","EUR","Euro","6","Millions",,,57643.2,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2003","2003","EUR","Euro","6","Millions",,,51871.8,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2004","2004","EUR","Euro","6","Millions",,,51801.9,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2005","2005","EUR","Euro","6","Millions",,,48626.7,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2006","2006","EUR","Euro","6","Millions",,,51833.7,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2007","2007","EUR","Euro","6","Millions",,,58914.5,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2008","2008","EUR","Euro","6","Millions",,,51004.2,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2009","2009","EUR","Euro","6","Millions",,,26574.9,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2010","2010","EUR","Euro","6","Millions",,,37376.2,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2011","2011","EUR","Euro","6","Millions",,,37110.6,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2012","2012","EUR","Euro","6","Millions",,,28181.8,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2013","2013","EUR","Euro","6","Millions",,,28971.4,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2014","2014","EUR","Euro","6","Millions",,,31159.2,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2015","2015","EUR","Euro","6","Millions",,,38395,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2016","2016","EUR","Euro","6","Millions",,,50742.8,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2017","2017","EUR","Euro","6","Millions",,,51874.1,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2018","2018","EUR","Euro","6","Millions",,,52573.5,,
"ITA","Italy","NOPS","Net operating surplus and mixed income","D10T33"," Manufacturing [C]","2019","2019","EUR","Euro","6","Millions",,,49557,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1995","1995","EUR","Euro","6","Millions",,,134485.9,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1996","1996","EUR","Euro","6","Millions",,,134646.1,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1997","1997","EUR","Euro","6","Millions",,,143835.9,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1998","1998","EUR","Euro","6","Millions",,,147668.6,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1999","1999","EUR","Euro","6","Millions",,,150393.1,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2000","2000","EUR","Euro","6","Millions",,,168515.8,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2001","2001","EUR","Euro","6","Millions",,,169796.5,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2002","2002","EUR","Euro","6","Millions",,,163582,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2003","2003","EUR","Euro","6","Millions",,,161133,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2004","2004","EUR","Euro","6","Millions",,,175174.9,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2005","2005","EUR","Euro","6","Millions",,,181899.4,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2006","2006","EUR","Euro","6","Millions",,,198539.8,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2007","2007","EUR","Euro","6","Millions",,,212317.4,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2008","2008","EUR","Euro","6","Millions",,,218934.8,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2009","2009","EUR","Euro","6","Millions",,,176084.2,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2010","2010","EUR","Euro","6","Millions",,,201811,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2011","2011","EUR","Euro","6","Millions",,,229077.8,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2012","2012","EUR","Euro","6","Millions",,,229357.8,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2013","2013","EUR","Euro","6","Millions",,,223165,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2014","2014","EUR","Euro","6","Millions",,,220390.8,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2015","2015","EUR","Euro","6","Millions",,,215149.7,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2016","2016","EUR","Euro","6","Millions",,,214095.6,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2017","2017","EUR","Euro","6","Millions",,,228746.4,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2018","2018","EUR","Euro","6","Millions",,,238387.7,,
"BEL","Belgium","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2019","2019","EUR","Euro","6","Millions",,,238186.1,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1990","1990","EUR","Euro","6","Millions",,,22289.4,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1991","1991","EUR","Euro","6","Millions",,,23257.8,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1992","1992","EUR","Euro","6","Millions",,,23482.7,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1993","1993","EUR","Euro","6","Millions",,,23453.7,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1994","1994","EUR","Euro","6","Millions",,,24029.5,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1995","1995","EUR","Euro","6","Millions",,,24553.5,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1996","1996","EUR","Euro","6","Millions",,,24766.7,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1997","1997","EUR","Euro","6","Millions",,,25316.8,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1998","1998","EUR","Euro","6","Millions",,,25788.1,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","1999","1999","EUR","Euro","6","Millions",,,26413.5,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2000","2000","EUR","Euro","6","Millions",,,27071.3,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2001","2001","EUR","Euro","6","Millions",,,28238.1,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2002","2002","EUR","Euro","6","Millions",,,28406.1,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2003","2003","EUR","Euro","6","Millions",,,28180.4,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2004","2004","EUR","Euro","6","Millions",,,28568,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2005","2005","EUR","Euro","6","Millions",,,28644.9,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2006","2006","EUR","Euro","6","Millions",,,29419.1,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2007","2007","EUR","Euro","6","Millions",,,30623.3,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2008","2008","EUR","Euro","6","Millions",,,31278.8,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2009","2009","EUR","Euro","6","Millions",,,29184.7,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2010","2010","EUR","Euro","6","Millions",,,29186.5,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2011","2011","EUR","Euro","6","Millions",,,30352.4,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2012","2012","EUR","Euro","6","Millions",,,31035.3,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2013","2013","EUR","Euro","6","Millions",,,31301.1,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2014","2014","EUR","Euro","6","Millions",,,31296.6,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2015","2015","EUR","Euro","6","Millions",,,30632.6,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2016","2016","EUR","Euro","6","Millions",,,30717.9,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2017","2017","EUR","Euro","6","Millions",,,31876.1,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2018","2018","EUR","Euro","6","Millions",,,32396.8,,
"BEL","Belgium","LABR","Labour costs (compensation of employees)","D10T33"," Manufacturing [C]","2019","2019","EUR","Euro","6","Millions",,,33403.2,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1990","1990","EUR","Euro","6","Millions",,,453628.6632,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1991","1991","EUR","Euro","6","Millions",,,459334.2573,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1992","1992","EUR","Euro","6","Millions",,,472979.5249,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1993","1993","EUR","Euro","6","Millions",,,485256.8286,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1994","1994","EUR","Euro","6","Millions",,,538850.6703,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1995","1995","EUR","Euro","6","Millions",,,631134.6,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1996","1996","EUR","Euro","6","Millions",,,637955.1,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1997","1997","EUR","Euro","6","Millions",,,674561,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1998","1998","EUR","Euro","6","Millions",,,701491.1,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","1999","1999","EUR","Euro","6","Millions",,,720328.5,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2000","2000","EUR","Euro","6","Millions",,,788474.3,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2001","2001","EUR","Euro","6","Millions",,,804662.6,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2002","2002","EUR","Euro","6","Millions",,,813006.3,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2003","2003","EUR","Euro","6","Millions",,,816473.6,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2004","2004","EUR","Euro","6","Millions",,,851936,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2005","2005","EUR","Euro","6","Millions",,,885814.2,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2006","2006","EUR","Euro","6","Millions",,,954534.1,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2007","2007","EUR","Euro","6","Millions",,,1027994.7,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2008","2008","EUR","Euro","6","Millions",,,1028322,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2009","2009","EUR","Euro","6","Millions",,,807174.9,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2010","2010","EUR","Euro","6","Millions",,,901881.9,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2011","2011","EUR","Euro","6","Millions",,,955327,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2012","2012","EUR","Euro","6","Millions",,,917363.9,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2013","2013","EUR","Euro","6","Millions",,,896399.3,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2014","2014","EUR","Euro","6","Millions",,,900960,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2015","2015","EUR","Euro","6","Millions",,,905531.1,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2016","2016","EUR","Euro","6","Millions",,,906108,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2017","2017","EUR","Euro","6","Millions",,,965509.3,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2018","2018","EUR","Euro","6","Millions",,,998731.1,,
"ITA","Italy","PROD","Production (gross output), current prices","D10T33"," Manufacturing [C]","2019","2019","EUR","Euro","6","Millions",,,989718.5,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1992","1992","GBP","Pound Sterling","6","Millions",,,37568,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1993","1993","GBP","Pound Sterling","6","Millions",,,40567,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1994","1994","GBP","Pound Sterling","6","Millions",,,46250,"a","Estimates based on earlier vintages of National Accounts or STAN data.  Notably, SNA93 ISIC Rev. 3 and ISIC Rev. 4 versions of the STAN database (which may incorporate estimates based on old ISIC Rev.2 SNA68 National Accounts for aggregate sectors and, old ISIC Rev.2 industry survey data for manufacturing activities)"
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1995","1995","GBP","Pound Sterling","6","Millions",,,49671,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1996","1996","GBP","Pound Sterling","6","Millions",,,52784,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1997","1997","GBP","Pound Sterling","6","Millions",,,50127,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1998","1998","GBP","Pound Sterling","6","Millions",,,49517,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","1999","1999","GBP","Pound Sterling","6","Millions",,,46733,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2000","2000","GBP","Pound Sterling","6","Millions",,,46621,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2001","2001","GBP","Pound Sterling","6","Millions",,,42573,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2002","2002","GBP","Pound Sterling","6","Millions",,,46076,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2003","2003","GBP","Pound Sterling","6","Millions",,,48218,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2004","2004","GBP","Pound Sterling","6","Millions",,,48079,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2005","2005","GBP","Pound Sterling","6","Millions",,,49611,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2006","2006","GBP","Pound Sterling","6","Millions",,,50409,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2007","2007","GBP","Pound Sterling","6","Millions",,,47937,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2008","2008","GBP","Pound Sterling","6","Millions",,,48630,,
"GBR","United Kingdom","GOPS","Gross operating surplus and mixed income","D10T33"," Manufacturing [C]","2009","2009","GBP","Pound Sterling","6","Millions",,,44674,,
