"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","SEK","Swedish Krona","0","Units",,,9.628066,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1990","1990","DKK","Danish Krone","0","Units",,,9.276884,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1991","1991","DKK","Danish Krone","0","Units",,,9.241469,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1992","1992","DKK","Danish Krone","0","Units",,,9.132774,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1993","1993","DKK","Danish Krone","0","Units",,,9.00365,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1994","1994","DKK","Danish Krone","0","Units",,,9.017202,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1995","1995","DKK","Danish Krone","0","Units",,,8.971011,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1996","1996","DKK","Danish Krone","0","Units",,,8.934638,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1997","1997","DKK","Danish Krone","0","Units",,,8.884892,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1998","1998","DKK","Danish Krone","0","Units",,,8.819989,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1999","1999","DKK","Danish Krone","0","Units",,,8.919845,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","DKK","Danish Krone","0","Units",,,8.58493,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","DKK","Danish Krone","0","Units",,,8.744393,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2002","2002","DKK","Danish Krone","0","Units",,,8.418933,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2003","2003","DKK","Danish Krone","0","Units",,,8.71527,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2004","2004","DKK","Danish Krone","0","Units",,,8.594143,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","DKK","Danish Krone","0","Units",,,8.823716,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","DKK","Danish Krone","0","Units",,,8.627877,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","DKK","Danish Krone","0","Units",,,8.33247,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","DKK","Danish Krone","0","Units",,,8.256232,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","DKK","Danish Krone","0","Units",,,8.284623,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","DKK","Danish Krone","0","Units",,,8.102618,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","DKK","Danish Krone","0","Units",,,8.072547,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","DKK","Danish Krone","0","Units",,,8.043398,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","DKK","Danish Krone","0","Units",,,7.843723,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","DKK","Danish Krone","0","Units",,,7.871915,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","DKK","Danish Krone","0","Units",,,7.84097,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","DKK","Danish Krone","0","Units",,,7.697338,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","DKK","Danish Krone","0","Units",,,7.512888,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","DKK","Danish Krone","0","Units",,,7.400584,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","DKK","Danish Krone","0","Units",,,7.283687,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","DKK","Danish Krone","0","Units",,,7.239195,,
"DNK","Denmark","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","DKK","Danish Krone","0","Units",,,7.337042,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1990","1990","CZK","Czech Koruna","0","Units",,,5.560637,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","CZK","Czech Koruna","0","Units",,,7.325435,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","CZK","Czech Koruna","0","Units",,,8.047268,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","CZK","Czech Koruna","0","Units",,,9.512426,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","CZK","Czech Koruna","0","Units",,,10.463017,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","CZK","Czech Koruna","0","Units",,,11.152123,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","CZK","Czech Koruna","0","Units",,,12.071773,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","CZK","Czech Koruna","0","Units",,,12.902895,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","CZK","Czech Koruna","0","Units",,,13.986497,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","CZK","Czech Koruna","0","Units",,,14.22935,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","CZK","Czech Koruna","0","Units",,,14.330458,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","CZK","Czech Koruna","0","Units",,,14.324046,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","CZK","Czech Koruna","0","Units",,,14.458321,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","CZK","Czech Koruna","0","Units",,,14.175403,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","CZK","Czech Koruna","0","Units",,,14.426053,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","CZK","Czech Koruna","0","Units",,,14.562493,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","CZK","Czech Koruna","0","Units",,,14.41665,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","CZK","Czech Koruna","0","Units",,,14.257198,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","CZK","Czech Koruna","0","Units",,,13.916713,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","CZK","Czech Koruna","0","Units",,,13.637701,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","CZK","Czech Koruna","0","Units",,,13.672201,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","CZK","Czech Koruna","0","Units",,,13.345305,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","CZK","Czech Koruna","0","Units",,,13.297699,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","CZK","Czech Koruna","0","Units",,,12.785271,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","CZK","Czech Koruna","0","Units",,,12.70321,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","CZK","Czech Koruna","0","Units",,,12.93798,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","CZK","Czech Koruna","0","Units",,,12.576343,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","CZK","Czech Koruna","0","Units",,,12.424986,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","CZK","Czech Koruna","0","Units",,,12.371528,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","CZK","Czech Koruna","0","Units",,,12.274532,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","CZK","Czech Koruna","0","Units",,,12.462259,,
"CZE","Czech Republic","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","CZK","Czech Koruna","0","Units",,,12.746211,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1990","1990","DKK","Danish Krone","0","Units",,,6.188558,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1991","1991","DKK","Danish Krone","0","Units",,,6.396458,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1992","1992","DKK","Danish Krone","0","Units",,,6.036133,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1993","1993","DKK","Danish Krone","0","Units",,,6.483939,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1994","1994","DKK","Danish Krone","0","Units",,,6.360552,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1995","1995","DKK","Danish Krone","0","Units",,,5.602367,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1996","1996","DKK","Danish Krone","0","Units",,,5.798672,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1997","1997","DKK","Danish Krone","0","Units",,,6.604459,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1998","1998","DKK","Danish Krone","0","Units",,,6.700827,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","1999","1999","DKK","Danish Krone","0","Units",,,6.97624,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","DKK","Danish Krone","0","Units",,,8.083144,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","DKK","Danish Krone","0","Units",,,8.322817,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","DKK","Danish Krone","0","Units",,,7.894714,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","DKK","Danish Krone","0","Units",,,6.587673,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","DKK","Danish Krone","0","Units",,,5.991057,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","DKK","Danish Krone","0","Units",,,5.99691,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","DKK","Danish Krone","0","Units",,,5.946778,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","DKK","Danish Krone","0","Units",,,5.443701,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","DKK","Danish Krone","0","Units",,,5.098131,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","DKK","Danish Krone","0","Units",,,5.360867,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","DKK","Danish Krone","0","Units",,,5.624075,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","DKK","Danish Krone","0","Units",,,5.368712,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","DKK","Danish Krone","0","Units",,,5.792476,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","DKK","Danish Krone","0","Units",,,5.616312,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","DKK","Danish Krone","0","Units",,,5.612467,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","DKK","Danish Krone","0","Units",,,6.727907,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","DKK","Danish Krone","0","Units",,,6.731718,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","DKK","Danish Krone","0","Units",,,6.602893,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","DKK","Danish Krone","0","Units",,,6.314619,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","DKK","Danish Krone","0","Units",,,6.669447,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","DKK","Danish Krone","0","Units",,,6.542152,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","DKK","Danish Krone","0","Units",,,6.287113,,
"DNK","Denmark","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","DKK","Danish Krone","0","Units",,,7.144804,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1990","1990","EUR","Euro","0","Units",,,0.626023,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,0.645266,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.671767,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.688796,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.704978,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.723223,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.733119,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.729973,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.731614,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.743474,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.712369,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.710053,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,0.682177,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.713822,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.722311,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.742407,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.739632,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.757871,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.75745,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.765419,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.766976,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.763158,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.739703,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.717922,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.706266,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.70125,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.681256,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.672632,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.675285,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.655042,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.669933,,
"ESP","Spain","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.676499,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1990","1990","EUR","Euro","0","Units",,,0.904019,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,0.906116,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.909912,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.907173,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.911339,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.911462,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.904387,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.908771,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.908462,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.911314,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.889729,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.904455,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,0.901545,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.932493,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.910724,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.904153,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.889682,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.875772,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.868154,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.872944,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.881004,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.878735,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.882709,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.872773,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.881682,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.888425,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.872971,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.860976,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.843866,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.844688,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.841177,,
"NLD","Netherlands","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.849931,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.379348,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.42151,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.450929,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.461667,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.473176,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.492569,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.531052,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.555643,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.547418,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,0.553999,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.59844,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.621983,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.614441,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.625414,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.624983,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.608411,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.594447,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.567947,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.564795,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.569467,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.549944,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.544946,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.549963,,
"SVK","Slovak Republic","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.587277,,
