Year,Quarter,State,B,W
2016,1,NJ,$412.30 ,$913.88 
2016,1,NM,$316.92 ,$689.53 
2016,1,NY,$298.22 ,$807.69 
2016,1,NC,$244.02 ,$683.60 
2016,1,ND,$513.53 ,"$1,007.66 "
2016,1,OH,$330.74 ,$833.50 
2016,1,OK,$379.29 ,$802.19 
2016,1,OR,$362.36 ,$846.97 
2016,2,MN,$422.73 ,$907.99 
2016,2,MS,$204.27 ,$571.97 
2016,2,MO,$251.67 ,$666.62 
2016,2,MT,$337.04 ,$743.72 
2016,2,NE,$309.51 ,$703.84 
2016,2,NV,$325.31 ,$734.45 
2016,2,NH,$309.13 ,$895.68 
2016,2,NJ,$416.57 ,$903.67 
2016,2,NM,$323.92 ,$701.22 
2016,2,NY,$293.79 ,$823.30 
2016,2,NC,$244.07 ,$689.55 
2016,2,ND,$516.03 ,"$1,022.82 "
2016,2,OH,$331.96 ,$843.15 
2016,2,OK,$380.56 ,$783.27 
2016,2,OR,$364.84 ,$840.73 
2016,3,MN,$423.73 ,$924.08 
2016,3,MS,$205.26 ,$585.23 
2016,3,MO,$252.56 ,$658.69 
2016,3,MT,$340.16 ,$748.63 
2016,3,NE,$310.80 ,$717.51 
2016,3,NV,$327.13 ,$754.47 
2016,3,NH,$313.61 ,$908.46 
2016,3,NJ,$422.32 ,$932.95 
2016,3,NM,$327.54 ,$736.43 
2016,3,NY,$295.49 ,$844.31 
2016,3,NC,$246.59 ,$706.86 
2016,3,ND,$516.87 ,"$1,005.27 "
2016,3,OH,$337.18 ,$851.33 
2016,3,OK,$380.39 ,$822.47 
2016,3,OR,$368.17 ,$839.51 
2016,4,MN,$427.37 ,$956.94 
2016,4,MS,$206.13 ,$603.01 
2016,4,MO,$252.99 ,$677.68 
2016,4,MT,$342.55 ,$740.26 
2016,4,NE,$315.00 ,$726.28 
2016,4,NV,$330.11 ,$772.80 
2016,4,NH,$315.14 ,$925.82 
2016,4,NJ,$425.75 ,$930.17 
2016,4,NM,$327.18 ,$760.28 
2016,4,NY,$307.94 ,$901.60 
2016,4,NC,$249.40 ,$723.63 
2016,4,ND,$511.75 ,$989.02 
2016,4,OH,$340.63 ,$864.23 
2016,4,OK,$380.55 ,$837.31 
2016,4,OR,$373.57 ,$837.35 
2017,1,MN,$433.86 ,$976.67 
2017,1,MS,$206.27 ,$597.42 
2017,1,MO,$256.69 ,$705.94 
2017,1,MT,$347.61 ,$746.16 
2017,1,NE,$317.43 ,$739.94 
2017,1,NV,$330.65 ,$772.25 
2017,1,NH,$319.87 ,$952.78 
2017,1,NJ,$426.22 ,$919.67 
2017,1,NM,$324.60 ,$759.18 
2017,1,NY,$322.75 ,$969.35 
2017,1,NC,$252.56 ,$727.80 
2017,1,ND,$502.38 ,$988.08 
2017,1,OH,$341.92 ,$851.80 
2017,1,OK,$379.41 ,$836.68 
2017,1,OR,$377.44 ,$840.13 
2017,2,MN,$438.71 ,$998.81 
2017,2,MS,$206.86 ,$600.81 
2017,2,MO,$258.72 ,$730.31 
2017,2,MT,$351.23 ,$757.77 
2017,2,NE,$320.78 ,$761.59 
2017,2,NV,$333.34 ,$785.58 
2017,2,NH,$322.60 ,$971.42 
2017,2,NJ,$431.26 ,$941.85 
2017,2,NM,$323.25 ,$773.58 
2017,2,NY,$329.12 ,$972.30 
2017,2,NC,$256.16 ,$754.30 
2017,2,ND,$489.49 ,$956.22 
2017,2,OH,$345.48 ,$860.93 
2017,2,OK,$373.63 ,$822.40 
2017,2,OR,$382.36 ,$870.46 
2017,3,MN,$441.67 ,"$1,005.12 "
2017,3,MS,$207.41 ,$600.36 
2017,3,MO,$259.64 ,$751.51 
2017,3,MT,$351.50 ,$766.80 
2017,3,NE,$323.79 ,$778.42 
2017,3,NV,$339.38 ,$801.82 
2017,3,NH,$324.02 ,$980.71 
2017,3,NJ,$434.60 ,$926.54 
2017,3,NM,$317.70 ,$737.12 
2017,3,NY,$333.49 ,$973.72 
2017,3,NC,$258.78 ,$770.45 
2017,3,ND,$479.97 ,$957.43 
2017,3,OH,$345.04 ,$871.26 
2017,3,OK,$370.26 ,$794.11 
2017,3,OR,$386.23 ,$891.36 
2017,4,MN,$444.58 ,$999.76 
2017,4,MS,$207.38 ,$664.05 
2017,4,MO,$260.69 ,$761.73 
2017,4,MT,$352.16 ,$770.98 
2017,4,NE,$325.84 ,$797.61 
2017,4,NV,$342.12 ,$805.80 
2017,4,NH,$326.59 ,$993.90 
2017,4,NJ,$435.53 ,$957.74 
2017,4,NM,$313.33 ,$731.89 
2017,4,NY,$335.56 ,$990.91 
2017,4,NC,$260.61 ,$786.51 
2017,4,ND,$476.24 ,$959.29 
2017,4,OH,$347.42 ,$877.04 
2017,4,OK,$367.66 ,$762.26 
2017,4,OR,$389.71 ,$897.23 
2018,1,MN,$446.59 ,"$1,035.11 "
2018,1,MS,$206.88 ,$656.84 
2018,1,MO,$262.88 ,$766.57 
2018,1,MT,$354.68 ,$770.80 
2018,1,NE,$333.05 ,$794.33 
2018,1,NV,$345.79 ,$825.78 
2018,1,NH,$328.93 ,"$1,004.99 "
2018,1,NJ,$441.92 ,$982.78 
2018,1,NM,$315.90 ,$747.15 
2018,1,NY,$338.24 ,"$1,009.39 "
2018,1,NC,$261.73 ,$793.66 
2018,1,ND,$469.50 ,$976.53 
2018,1,OH,$352.70 ,$907.07 
2018,1,OK,$367.94 ,$785.59 
2018,1,OR,$392.99 ,$906.39 
2018,2,MN,$447.75 ,"$1,035.38 "
2018,2,MS,$206.52 ,$650.95 
2018,2,MO,$263.67 ,$770.81 
2018,2,MT,$353.05 ,$767.62 
2018,2,NE,$334.83 ,$803.24 
2018,2,NV,$346.64 ,$826.29 
2018,2,NH,$330.42 ,"$1,018.78 "
2018,2,NJ,$442.41 ,$970.87 
2018,2,NM,$319.78 ,$744.59 
2018,2,NY,$339.81 ,"$1,009.67 "
2018,2,NC,$262.15 ,$790.40 
2018,2,ND,$467.65 ,$968.08 
2018,2,OH,$354.05 ,$913.67 
2018,2,OK,$367.90 ,$785.15 
2018,2,OR,$395.51 ,$893.68 
2018,3,MN,$450.29 ,"$1,027.59 "
2018,3,MS,$207.78 ,$667.55 
2018,3,MO,$265.11 ,$798.63 
2018,3,MT,$355.44 ,$762.51 
2018,3,NE,$335.14 ,$805.19 
2018,3,NV,$347.99 ,$842.17 
2018,3,NH,$332.09 ,$999.64 
2018,3,NJ,$445.65 ,$998.82 
2018,3,NM,$324.70 ,$777.86 
2018,3,NY,$339.78 ,"$1,093.16 "
2018,3,NC,$260.47 ,$802.89 
2018,3,ND,$466.29 ,$957.67 
2018,3,OH,$356.41 ,$908.87 
2018,3,OK,$368.02 ,$801.20 
2018,3,OR,$401.90 ,$892.88 
2018,4,MN,$451.98 ,"$1,026.40 "
2018,4,MS,$208.30 ,$586.99 
2018,4,MO,$265.81 ,$789.47 
2018,4,MT,$356.09 ,$765.47 
2018,4,NE,$336.51 ,$788.72 
2018,4,NV,$350.08 ,$845.34 
2018,4,NH,$331.62 ,$977.69 
2018,4,NJ,$447.92 ,$981.82 
2018,4,NM,$330.12 ,$760.01 
2018,4,NY,$342.47 ,"$1,120.72 "
2018,4,NC,$260.08 ,$791.44 
2018,4,ND,$464.03 ,$948.92 
2018,4,OH,$357.97 ,$919.39 
2018,4,OK,$367.98 ,$804.19 
2018,4,OR,$401.45 ,$882.97 
2019,1,MN,$459.76 ,"$1,001.48 "
2019,1,MS,$210.25 ,$667.74 
2019,1,MO,$267.80 ,$808.40 
2019,1,MT,$370.80 ,$780.57 
2019,1,NE,$341.11 ,$813.59 
2019,1,NV,$357.18 ,$852.07 
2019,1,NH,$335.02 ,"$1,016.14 "
2019,1,NJ,$452.39 ,"$1,034.98 "
2019,1,NM,$334.40 ,$752.32 
2019,1,NY,$345.00 ,"$1,150.22 "
2019,1,NC,$263.48 ,$812.81 
2019,1,ND,$463.93 ,$953.44 
2019,1,OH,$358.92 ,$912.76 
2019,1,OK,$370.22 ,$784.84 
2019,1,OR,$413.40 ,$890.61 
2019,2,MN,$462.75 ,$993.78 
2019,2,MS,$211.38 ,$681.91 
2019,2,MO,$267.64 ,$788.98 
2019,2,MT,$373.90 ,$797.60 
2019,2,NE,$341.44 ,$787.04 
2019,2,NV,$363.37 ,$867.56 
2019,2,NH,$335.68 ,"$1,023.27 "
2019,2,NJ,$453.52 ,"$1,056.58 "
2019,2,NM,$334.20 ,$744.20 
2019,2,NY,$349.01 ,"$1,181.24 "
2019,2,NC,$266.16 ,$819.36 
2019,2,ND,$456.70 ,$942.10 
2019,2,OH,$360.60 ,$928.22 
2019,2,OK,$374.23 ,$798.24 
2019,2,OR,$418.08 ,$913.74 
2019,3,MN,$463.68 ,$993.28 
2019,3,MS,$211.78 ,$681.73 
2019,3,MO,$267.35 ,$758.99 
2019,3,MT,$373.21 ,$799.37 
2019,3,NE,$344.03 ,$792.50 
2019,3,NV,$365.38 ,$864.39 
2019,3,NH,$336.09 ,"$1,058.16 "
2019,3,NJ,$455.12 ,"$1,060.54 "
2019,3,NM,$337.78 ,$735.81 
2019,3,NY,$352.54 ,"$1,131.62 "
2019,3,NC,$271.36 ,$849.31 
2019,3,ND,$458.67 ,$950.74 
2019,3,OH,$361.14 ,$950.39 
2019,3,OK,$376.85 ,$800.11 
2019,3,OR,$417.38 ,$929.47 
2019,4,MN,$467.63 ,"$1,005.38 "
2019,4,MS,$212.53 ,$682.14 
2019,4,MO,$268.75 ,$765.39 
2019,4,MT,$380.36 ,$820.87 
2019,4,NE,$347.22 ,$811.98 
2019,4,NV,$373.41 ,$879.03 
2019,4,NH,$337.97 ,"$1,090.88 "
2019,4,NJ,$458.15 ,"$1,068.06 "
2019,4,NM,$341.65 ,$729.85 
2019,4,NY,$359.46 ,"$1,105.25 "
2019,4,NC,$275.91 ,$863.71 
2019,4,ND,$465.33 ,$970.92 
2019,4,OH,$362.69 ,$943.72 
2019,4,OK,$387.14 ,$855.10 
2019,4,OR,$423.09 ,$947.32 
2020,1,MN,$477.59 ,"$1,038.54 "
2020,1,MS,$212.41 ,$624.05 
2020,1,MO,$269.28 ,$767.36 
2020,1,MT,$375.55 ,$825.88 
2020,1,NE,$350.97 ,$811.40 
2020,1,NV,$377.51 ,$893.86 
2020,1,NH,$340.59 ,"$1,095.29 "
2020,1,NJ,$460.53 ,"$1,044.83 "
2020,1,NM,$339.49 ,$720.49 
2020,1,NY,$370.12 ,"$1,099.27 "
2020,1,NC,$275.36 ,$849.44 
2020,1,ND,$473.82 ,$982.29 
2020,1,OH,$363.97 ,$925.85 
2020,1,OK,$395.76 ,$859.25 
2020,1,OR,$424.29 ,$965.63 
2020,2,MN,$481.10 ,"$1,045.83 "
2020,2,MS,$212.84 ,$625.22 
2020,2,MO,$270.07 ,$774.50 
2020,2,MT,$377.59 ,$817.85 
2020,2,NE,$354.01 ,$816.09 
2020,2,NV,$382.21 ,$899.95 
2020,2,NH,$325.67 ,$967.30 
2020,2,NJ,$459.89 ,"$1,036.30 "
2020,2,NM,$340.90 ,$727.47 
2020,2,NY,$366.24 ,"$1,058.39 "
2020,2,NC,$275.83 ,$854.75 
2020,2,ND,$481.08 ,$996.74 
2020,2,OH,$364.63 ,$914.57 
2020,2,OK,$399.52 ,$861.45 
2020,2,OR,$426.11 ,$965.15 
2020,3,MN,$395.69 ,$860.62 
2020,3,MS,$187.38 ,$524.16 
2020,3,MO,$247.98 ,$697.74 
2020,3,MT,$326.50 ,$702.72 
2020,3,NE,$304.67 ,$672.76 
2020,3,NV,$391.88 ,$902.63 
2020,3,NH,$272.83 ,$765.16 
2020,3,NJ,$417.46 ,$862.52 
2020,3,NM,$311.23 ,$675.16 
2020,3,NY,$344.35 ,"$1,066.28 "
2020,3,NC,$235.85 ,$743.43 
2020,3,ND,$444.73 ,$939.37 
2020,3,OH,$332.45 ,$766.64 
2020,3,OK,$355.85 ,$720.72 
2020,3,OR,$370.98 ,$820.38 
2020,4,MN,$386.76 ,$840.56 
2020,4,MS,$186.74 ,$533.62 
2020,4,MO,$245.47 ,$704.80 
2020,4,MT,$321.89 ,$689.45 
2020,4,NE,$304.95 ,$677.06 
2020,4,NV,$374.22 ,$824.86 
2020,4,NH,$274.36 ,$756.49 
2020,4,NJ,$410.77 ,$857.29 
2020,4,NM,$318.02 ,$669.28 
2020,4,NY,$344.15 ,"$1,014.71 "
2020,4,NC,$234.01 ,$727.76 
2020,4,ND,$451.32 ,$897.11 
2020,4,OH,$329.82 ,$760.88 
2020,4,OK,$347.75 ,$704.71 
2020,4,OR,$368.40 ,$803.48 
2021,1,NH,$273.65 ,$751.41 
2021,1,NY,$341.59 ,$984.76 
2021,1,MN,$388.94 ,$845.69 
2021,1,MS,$186.87 ,$536.06 
2021,1,MO,$245.50 ,$719.68 
2021,1,MT,$325.30 ,$716.53 
2021,1,NE,$309.66 ,$699.48 
2021,1,NJ,$421.69 ,$878.45 
2021,1,NM,$314.24 ,$661.38 
2021,1,NC,$231.94 ,$735.21 
2021,1,ND,$462.25 ,$882.70 
2021,1,OH,$336.19 ,$784.95 
2021,1,OK,$343.54 ,$702.39 
2021,1,OR,$367.95 ,$820.85 
2021,1,NV,$370.63 ,$839.24 
2021,2,MN,$391.50 ,$850.18 
2021,2,MS,$187.49 ,$542.07 
2021,2,MO,$247.56 ,$730.61 
2021,2,MT,$331.87 ,$728.08 
2021,2,NE,$313.93 ,$718.07 
2021,2,NH,$275.28 ,$776.74 
2021,2,NJ,$425.71 ,$894.62 
2021,2,NM,$314.48 ,$676.77 
2021,2,NY,$344.61 ,"$1,005.13 "
2021,2,NC,$233.82 ,$743.32 
2021,2,ND,$460.02 ,$894.34 
2021,2,OH,$340.16 ,$798.43 
2021,2,OK,$339.70 ,$714.47 
2021,2,OR,$369.93 ,$829.66 
2021,2,NV,$369.97 ,$887.13 
2021,3,MN,$413.39 ,$896.97 
2021,3,MS,$194.23 ,$587.46 
2021,3,MO,$256.59 ,$800.49 
2021,3,MT,$363.63 ,$803.72 
2021,3,NE,$343.21 ,$816.74 
2021,3,NV,$371.63 ,$896.92 
2021,3,NH,$291.87 ,$849.15 
2021,3,NJ,$457.08 ,"$1,002.10 "
2021,3,NM,$324.46 ,$699.77 
2021,3,NY,$349.50 ,$943.29 
2021,3,NC,$242.71 ,$765.83 
2021,3,ND,$476.61 ,$922.58 
2021,3,OH,$361.34 ,$878.32 
2021,3,OK,$341.83 ,$750.66 
2021,3,OR,$387.03 ,$877.83 
2021,4,MN,$426.66 ,$927.11 
2021,4,MS,$198.03 ,$595.36 
2021,4,MO,$261.60 ,$827.23 
2021,4,MT,$383.00 ,$849.88 
2021,4,NE,$354.48 ,$852.74 
2021,4,NV,$374.37 ,$943.23 
2021,4,NH,$292.75 ,$878.22 
2021,4,NJ,$481.03 ,"$1,035.15 "
2021,4,NM,$319.13 ,$730.50 
2021,4,NY,$348.84 ,$955.79 
2021,4,NC,$241.76 ,$797.98 
2021,4,ND,$477.70 ,$950.52 
2021,4,OH,$378.45 ,$930.46 
2021,4,OK,$338.84 ,$757.76 
2021,4,OR,$396.17 ,$932.93 
2015,1,MN,$394.65 ,$873.65 
2015,1,MS,$201.50 ,$568.26 
2015,1,MO,$248.06 ,$660.25 
2015,1,MT,$318.44 ,$710.10 
2015,1,NE,$292.47 ,$649.52 
2015,1,NV,$318.47 ,$769.08 
2015,1,NH,$297.47 ,$784.47 
2015,1,NJ,$400.35 ,$877.32 
2015,1,NM,$300.68 ,$675.18 
2015,1,NY,$308.76 ,$933.98 
2015,1,NC,$239.77 ,$662.46 
2015,1,ND,$460.17 ,$920.47 
2015,1,OH,$317.23 ,$786.17 
2015,1,OK,$334.70 ,$701.09 
2015,1,OR,$341.46 ,$751.50 
2015,2,MN,$396.62 ,$877.49 
2015,2,MS,$203.31 ,$584.76 
2015,2,MO,$248.86 ,$673.13 
2015,2,MT,$319.46 ,$718.42 
2015,2,NE,$294.53 ,$652.27 
2015,2,NV,$323.10 ,$776.52 
2015,2,NH,$298.32 ,$816.15 
2015,2,NJ,$402.65 ,$904.88 
2015,2,NM,$297.53 ,$671.81 
2015,2,NY,$312.90 ,$916.15 
2015,2,NC,$240.29 ,$662.74 
2015,2,ND,$483.14 ,$967.68 
2015,2,OH,$321.30 ,$790.82 
2015,2,OK,$353.06 ,$787.41 
2015,2,OR,$348.02 ,$784.48 
2015,3,MN,$400.71 ,$880.68 
2015,3,MS,$204.06 ,$593.47 
2015,3,MO,$250.86 ,$672.06 
2015,3,MT,$322.24 ,$720.60 
2015,3,NE,$298.02 ,$658.01 
2015,3,NV,$323.63 ,$763.94 
2015,3,NH,$299.94 ,$851.72 
2015,3,NJ,$402.77 ,$894.13 
2015,3,NM,$304.64 ,$680.28 
2015,3,NY,$314.94 ,$898.69 
2015,3,NC,$241.33 ,$654.25 
2015,3,ND,$494.02 ,$998.86 
2015,3,OH,$323.66 ,$799.42 
2015,3,OK,$366.48 ,$785.32 
2015,3,OR,$354.01 ,$801.46 
2015,4,MN,$406.24 ,$882.75 
2015,4,MS,$204.33 ,$577.18 
2015,4,MO,$253.44 ,$676.65 
2015,4,MT,$330.44 ,$752.54 
2015,4,NE,$300.42 ,$667.22 
2015,4,NV,$326.05 ,$755.44 
2015,4,NH,$303.52 ,$864.74 
2015,4,NJ,$405.31 ,$913.00 
2015,4,NM,$307.91 ,$678.34 
2015,4,NY,$308.98 ,$848.55 
2015,4,NC,$243.63 ,$662.79 
2015,4,ND,$504.48 ,"$1,010.97 "
2015,4,OH,$326.34 ,$801.74 
2015,4,OK,$374.49 ,$790.77 
2015,4,OR,$359.55 ,$826.28 
2015,1,PA,$376.79 ,$795.23 
2015,1,PR,$119.48 ,$364.16 
2015,1,RI,$330.66 ,$760.30 
2015,1,SC,$251.26 ,$628.63 
2015,1,SD,$300.82 ,$671.62 
2015,1,TN,$227.86 ,$679.88 
2015,1,TX,$362.61 ,$858.79 
2015,1,UT,$367.24 ,$817.48 
2015,1,VT,$317.00 ,$668.88 
2015,1,VA,$300.80 ,$878.47 
2015,1,WA,$410.89 ,$905.17 
2015,1,WV,$286.59 ,$750.72 
2015,1,WI,$289.86 ,$678.56 
2015,1,WY,$381.92 ,$799.91 
2015,2,PA,$381.89 ,$798.47 
2015,2,PR,$119.12 ,$369.44 
2015,2,RI,$328.95 ,$757.11 
2015,2,SC,$251.60 ,$615.24 
2015,2,SD,$302.43 ,$678.73 
2015,2,TN,$228.68 ,$682.68 
2015,2,TX,$372.76 ,$884.01 
2015,2,UT,$369.27 ,$836.46 
2015,2,VT,$320.35 ,$670.68 
2015,2,VA,$301.35 ,$855.20 
2015,2,WA,$414.93 ,$901.63 
2015,2,WV,$292.34 ,$763.72 
2015,2,WI,$289.53 ,$696.85 
2015,2,WY,$394.63 ,$814.26 
2015,3,PA,$382.75 ,$800.85 
2015,3,PR,$119.59 ,$372.12 
2015,3,RI,$326.41 ,$768.02 
2015,3,SC,$252.01 ,$631.58 
2015,3,SD,$305.83 ,$681.74 
2015,3,TN,$228.97 ,$690.02 
2015,3,TX,$383.74 ,$941.92 
2015,3,UT,$374.56 ,$823.12 
2015,3,VT,$322.93 ,$684.07 
2015,3,VA,$301.73 ,$835.73 
2015,3,WA,$418.23 ,$924.29 
2015,3,WV,$297.50 ,$777.33 
2015,3,WI,$292.07 ,$708.99 
2015,3,WY,$401.01 ,$834.64 
2015,4,PA,$384.90 ,$781.74 
2015,4,PR,$120.40 ,$371.83 
2015,4,RI,$327.92 ,$771.13 
2015,4,SC,$254.22 ,$632.03 
2015,4,SD,$307.42 ,$668.86 
2015,4,TN,$228.93 ,$682.38 
2015,4,TX,$389.00 ,$970.47 
2015,4,UT,$375.93 ,$846.50 
2015,4,VT,$324.39 ,$696.88 
2015,4,VA,$301.90 ,$835.33 
2015,4,WA,$422.43 ,$953.49 
2015,4,WV,$302.36 ,$785.50 
2015,4,WI,$293.62 ,$727.87 
2015,4,WY,$406.61 ,$845.15 
2016,1,PA,$390.08 ,$766.45 
2016,1,PR,$119.65 ,$376.23 
2016,1,RI,$326.85 ,$787.65 
2016,1,SC,$255.71 ,$647.43 
2016,1,SD,$311.31 ,$685.85 
2016,1,TN,$231.55 ,$697.13 
2016,1,TX,$392.74 ,$958.01 
2016,1,UT,$381.70 ,$855.75 
2016,1,VT,$329.14 ,$727.42 
2016,1,VA,$303.42 ,$799.40 
2016,1,WA,$434.74 ,"$1,001.97 "
2016,1,WV,$306.13 ,$781.86 
2016,1,WI,$300.81 ,$757.67 
2016,1,WY,$408.68 ,$824.49 
2016,2,PA,$393.84 ,$761.82 
2016,2,PR,$119.68 ,$379.92 
2016,2,RI,$328.47 ,$804.73 
2016,2,SC,$256.78 ,$661.23 
2016,2,SD,$312.92 ,$690.27 
2016,2,TN,$232.77 ,$696.98 
2016,2,TX,$397.08 ,$977.13 
2016,2,UT,$390.52 ,$864.12 
2016,2,VT,$328.70 ,$719.88 
2016,2,VA,$304.59 ,$814.63 
2016,2,WA,$438.08 ,"$1,012.50 "
2016,2,WV,$307.55 ,$776.93 
2016,2,WI,$306.32 ,$767.47 
2016,2,WY,$410.35 ,$851.87 
2016,3,PA,$395.46 ,$771.62 
2016,3,PR,$119.65 ,$384.99 
2016,3,RI,$328.80 ,$806.46 
2016,3,SC,$258.37 ,$675.37 
2016,3,SD,$314.03 ,$685.86 
2016,3,TN,$234.63 ,$700.16 
2016,3,TX,$399.11 ,$954.47 
2016,3,UT,$391.61 ,$865.13 
2016,3,VT,$331.27 ,$722.73 
2016,3,VA,$305.69 ,$831.02 
2016,3,WA,$443.33 ,"$1,039.42 "
2016,3,WV,$309.54 ,$790.21 
2016,3,WI,$307.15 ,$773.06 
2016,3,WY,$411.55 ,$855.39 
2016,4,PA,$397.32 ,$794.97 
2016,4,PR,$118.90 ,$388.12 
2016,4,RI,$333.03 ,$823.30 
2016,4,SC,$260.66 ,$703.51 
2016,4,SD,$318.36 ,$701.64 
2016,4,TN,$237.19 ,$708.43 
2016,4,TX,$402.33 ,$920.77 
2016,4,UT,$396.27 ,$872.71 
2016,4,VT,$335.28 ,$700.95 
2016,4,VA,$307.84 ,$886.18 
2016,4,WA,$450.91 ,"$1,049.62 "
2016,4,WV,$307.55 ,$798.72 
2016,4,WI,$310.58 ,$781.30 
2016,4,WY,$410.78 ,$848.77 
2017,1,PA,$400.39 ,$803.03 
2017,1,PR,$118.77 ,$385.33 
2017,1,RI,$336.96 ,$825.95 
2017,1,SC,$262.01 ,$702.62 
2017,1,SD,$325.56 ,$723.15 
2017,1,TN,$238.95 ,$763.20 
2017,1,TX,$404.86 ,$957.10 
2017,1,UT,$395.28 ,$850.68 
2017,1,VT,$343.45 ,$697.29 
2017,1,VA,$308.34 ,$896.52 
2017,1,WA,$450.49 ,"$1,040.49 "
2017,1,WV,$301.39 ,$790.41 
2017,1,WI,$311.88 ,$799.62 
2017,1,WY,$407.02 ,$860.96 
2017,2,PA,$398.39 ,$815.77 
2017,2,PR,$119.07 ,$380.02 
2017,2,RI,$340.07 ,$819.71 
2017,2,SC,$262.69 ,$718.09 
2017,2,SD,$327.95 ,$738.68 
2017,2,TN,$239.23 ,$777.33 
2017,2,TX,$404.52 ,$939.42 
2017,2,UT,$390.61 ,$848.19 
2017,2,VT,$350.15 ,$729.70 
2017,2,VA,$309.65 ,$911.93 
2017,2,WA,$453.55 ,"$1,055.45 "
2017,2,WV,$296.55 ,$786.59 
2017,2,WI,$315.24 ,$811.10 
2017,2,WY,$400.08 ,$822.76 
2017,3,PA,$399.08 ,$826.75 
2017,3,PR,$116.17 ,$376.69 
2017,3,RI,$346.57 ,$851.12 
2017,3,SC,$263.19 ,$719.74 
2017,3,SD,$330.38 ,$767.86 
2017,3,TN,$238.78 ,$785.58 
2017,3,TX,$403.54 ,$931.85 
2017,3,UT,$394.48 ,$866.75 
2017,3,VT,$350.68 ,$730.31 
2017,3,VA,$310.17 ,$953.59 
2017,3,WA,$459.89 ,"$1,037.37 "
2017,3,WV,$289.80 ,$774.54 
2017,3,WI,$318.50 ,$816.99 
2017,3,WY,$393.09 ,$798.77 
2017,4,PA,$396.51 ,$830.13 
2017,4,PR,$115.59 ,$373.79 
2017,4,RI,$348.45 ,$851.70 
2017,4,SC,$265.16 ,$733.40 
2017,4,SD,$331.08 ,$773.53 
2017,4,TN,$238.77 ,$771.31 
2017,4,TX,$402.40 ,$914.98 
2017,4,UT,$395.08 ,$876.17 
2017,4,VT,$351.27 ,$748.50 
2017,4,VA,$309.08 ,$922.78 
2017,4,WA,$465.72 ,"$1,048.32 "
2017,4,WV,$286.17 ,$747.47 
2017,4,WI,$320.27 ,$809.97 
2017,4,WY,$386.70 ,$791.21 
2018,1,PA,$392.15 ,$826.86 
2018,1,PR,$114.85 ,$378.47 
2018,1,RI,$352.21 ,$853.18 
2018,1,SC,$263.63 ,$735.74 
2018,1,SD,$331.70 ,$772.99 
2018,1,TN,$238.75 ,$751.15 
2018,1,TX,$402.00 ,$958.54 
2018,1,UT,$401.30 ,$913.29 
2018,1,VT,$350.97 ,$753.22 
2018,1,VA,$309.59 ,$935.59 
2018,1,WA,$473.06 ,"$1,048.14 "
2018,1,WV,$288.35 ,$745.74 
2018,1,WI,$318.50 ,$797.05 
2018,1,WY,$381.06 ,$769.33 
2018,2,PA,$390.15 ,$831.02 
2018,2,PR,$114.95 ,$386.96 
2018,2,RI,$351.12 ,$864.51 
2018,2,SC,$264.87 ,$754.41 
2018,2,SD,$334.19 ,$769.21 
2018,2,TN,$239.79 ,$750.58 
2018,2,TX,$402.18 ,$983.89 
2018,2,UT,$411.62 ,$927.68 
2018,2,VT,$352.50 ,$752.54 
2018,2,VA,$309.36 ,$932.49 
2018,2,WA,$476.61 ,"$1,041.00 "
2018,2,WV,$289.05 ,$750.03 
2018,2,WI,$318.52 ,$794.74 
2018,2,WY,$377.78 ,$789.42 
2018,3,PA,$391.47 ,$819.01 
2018,3,RI,$350.27 ,$847.58 
2018,3,SC,$264.41 ,$758.26 
2018,3,SD,$336.69 ,$754.22 
2018,3,TN,$240.53 ,$743.44 
2018,3,TX,$403.02 ,"$1,006.88 "
2018,3,UT,$412.93 ,$923.93 
2018,3,VT,$357.90 ,$760.10 
2018,3,VA,$312.37 ,$921.95 
2018,3,WA,$479.72 ,"$1,064.48 "
2018,3,WV,$289.99 ,$748.26 
2018,3,WI,$318.99 ,$796.54 
2018,3,WY,$376.01 ,$784.00 
2018,3,PR,$120.76 ,$405.44 
2018,4,PA,$394.63 ,$801.47 
2018,4,RI,$349.73 ,$847.95 
2018,4,SC,$263.99 ,$743.74 
2018,4,SD,$340.17 ,$758.20 
2018,4,TN,$239.99 ,$760.64 
2018,4,TX,$409.62 ,"$1,046.66 "
2018,4,UT,$419.99 ,$937.09 
2018,4,VT,$363.98 ,$781.11 
2018,4,VA,$313.73 ,$929.20 
2018,4,WA,$482.31 ,"$1,058.22 "
2018,4,WV,$293.63 ,$770.46 
2018,4,WI,$318.30 ,$796.55 
2018,4,WY,$379.13 ,$790.92 
2018,4,PR,$120.55 ,$408.04 
2019,1,PA,$398.86 ,$816.37 
2019,1,PR,$120.75 ,$405.73 
2019,1,RI,$351.14 ,$872.35 
2019,1,SC,$267.91 ,$774.92 
2019,1,SD,$348.18 ,$771.56 
2019,1,TN,$239.95 ,$754.57 
2019,1,TX,$412.03 ,"$1,010.47 "
2019,1,UT,$425.64 ,$943.94 
2019,1,VT,$371.19 ,$808.02 
2019,1,VA,$317.08 ,$954.76 
2019,1,WA,$487.64 ,"$1,077.03 "
2019,1,WV,$306.12 ,$880.28 
2019,1,WI,$322.03 ,$825.51 
2019,1,WY,$386.59 ,$812.84 
2019,2,PA,$403.40 ,$837.94 
2019,2,PR,$120.62 ,$419.71 
